Reporting period,Organization,Organisation Type,Cluster,Main Activity,Implementing Partners,Type of Relief materials,Mode of delivery,Region,District,Pcode,Traditional_Authority,Village,Camp,Start_date,End_date,Status,Program Type,Total Beneficiaries,Total Male Beneficiaries,Total Female Beneficiaries,Beneficiary Type,Comment
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,2 tap pails (With water nozzles) Hand-washing backets,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namatamba,16-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,3 tap pails (With water nozzles) Drinking water-backets,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namatamba,16-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Chikowi,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,3 Bails (250 packs) Soya pieces,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,250,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,5 litres Cooking oil,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,50,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,20 Kg Salt,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,1 bail (20 packets) Sugar,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,20,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,1 Cartons (72 tablets) Washing Soap (Sunshine),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,72,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,50 packs Sanitary pads,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,50,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,2 tap pails (With water nozzles) Hand-washing backets,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,3 tap pails (With water nozzles) Drinking water-backets,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chanda camp,16-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Havala camp,19-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Maliko Camp,19-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Magomero camp,19-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mwaiwathu CBCC,19-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mpemba camp,19-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mbindi camp,19-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chipalawe camp,19-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Likangala Camp,19-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Makhombe camp,19-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mbilima camp,19-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Chikowi,,Chanda camp,20-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kakhomba camp,20-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Thofa camp,20-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Milala camp,20-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,St Pius camp,20-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Ndungu camp,20-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Sabvula camp,20-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Zaone camp,20-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,100 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mwaiwathu CBCC,20-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namatamba,20-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Repo camp,21-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chalera camp,21-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mulinkwazi camp,21-Mar-19,,Completed,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namatamba,25-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mwaiwathu CBCC,25-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,150 Kgs Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Makina Clinix,25-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,"3760 Kga Maize meal, 188 Kgs Utsipa (Kapenta Fish), 94 Kgs Salt, 47 kgs Soya Pieces, 376 Kgs Likuni Phala (CSB-2kgs), 376 Litres Vegetable oil",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Milala,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,80 kg Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,30 Kgs Utsipa (Kapenta Fish),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,5 kgs Salt,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,1 Bail Soya Pieces,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,10 Kgs Likuni Phala (CSB-2kgs),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,6 Litres Vegetable oil,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,30 pieces Washing Soap (AZAM),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Chizimba camp,26-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,"80 kg Maize meal, 30 Kgs Utsipa (Kapenta Fish), 5 kgs Salt, 1 Bail Soya Pieces, 10 Kgs Likuni Phala (CSB-2kgs), 6 Litres Vegetable oil",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Phuwe Camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,30 pieces Washing Soap (AZAM),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Phuwe Camp,26-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,80 kg Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,30 Kgs Utsipa (Kapenta Fish),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,5 kgs Salt,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,1 Bail Soya Pieces,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,10 Kgs Likuni Phala (CSB-2kgs),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,6 Litres Vegetable oil,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,30 pieces Washing Soap (AZAM),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namachete camp,26-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,"80 kg Maize meal, 30 Kgs Utsipa (Kapenta Fish), 5 kgs Salt, 1 Bail Soya Pieces, 10 Kgs Likuni Phala (CSB-2kgs), 6 Litres Vegetable oil",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namuonera camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,30 pieces Washing Soap (AZAM),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Namuonera camp,26-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,"80 kg Maize meal, 30 Kgs Utsipa (Kapenta Fish), 5 kgs Salt, 1 Bail Soya Pieces, 10 Kgs Likuni Phala (CSB-2kgs), 6 Litres Vegetable oil",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Pirimiti Camp,26-Mar-19,,Ongoing,Emergency Response,60,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Distribution of Items,,30 pieces Washing Soap (AZAM),in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Pirimiti Camp,26-Mar-19,,Ongoing,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,125 Family tents,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kathebwe Camp,26-Mar-19,,Ongoing,Emergency Response,125,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,500 Sleeping mats,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kathebwe Camp,26-Mar-19,,Ongoing,Emergency Response,500,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,400 Fleecs,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kathebwe Camp,26-Mar-19,,Ongoing,Emergency Response,400,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,115 Blankets,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kathebwe Camp,26-Mar-19,,Ongoing,Emergency Response,115,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,25 Tarpaulins,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kathebwe Camp,26-Mar-19,,Ongoing,Emergency Response,25,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,125 Family tents,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Magomero camp,26-Mar-19,,Ongoing,Emergency Response,125,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,500 Sleeping mats,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Magomero camp,26-Mar-19,,Ongoing,Emergency Response,500,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,400 Fleecs,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Magomero camp,26-Mar-19,,Ongoing,Emergency Response,400,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,115 Blankets,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Magomero camp,26-Mar-19,,Ongoing,Emergency Response,115,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of Items,,25 Tarpaulins,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Magomero camp,26-Mar-19,,Ongoing,Emergency Response,25,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,106 kgs Sugar,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,St. Patricks,26-Mar-19,,Ongoing,Emergency Response,106,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Food assistance,,"106 Blankets, 106 Pails, 106 Plates, 106 Cups",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,St. Patricks,26-Mar-19,,Ongoing,Emergency Response,106,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,86 kgs Sugar,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mulawa Camp,26-Mar-19,,Completed,Emergency Response,86,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Food assistance,,"86 Blankets, 86 Pails, 86 Plates, 86 Cups",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mulawa Camp,26-Mar-19,,Completed,Emergency Response,86,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,140 Sugar,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kankhomba,26-Mar-19,,Ongoing,Emergency Response,140,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Distribution of NFIs,,"140 Blankets, 140 Pails, 140 Plates, 140 Cups",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Kankhomba,26-Mar-19,,Ongoing,Emergency Response,140,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,48 Sugar,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Thofa,26-Mar-19,,Ongoing,Emergency Response,48,,,All people at the Camp,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Shelter and Camp Management,Food assistance,,"48 Blankets, 48 Pails, 48 Plates, 48 Cups",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Thofa,26-Mar-19,,Ongoing,Emergency Response,48,,,All people at the Camp,
